2210,SleepIntensity,Sleep,Daily,average sleep intensity,,DOUBLE,checked,checked,checked,,,checked,,,,,,checked,,checked,,,,,
2220,SleepRegularity,Sleep,Daily,"Established Indicator describing the likelihood that any two time-points 24 hours apart
were the same sleep/wake state, across all days.",,LONG,checked,checked,checked,checked,,checked,,,,,,,,,,,,,
3000,HeartRate,Heart Rate,Epoch,heart rate detected (in this timeframe),bpm,LONG,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,,checked,,checked
3000,HeartRate,Heart Rate,Daily,average heart rate,bpm,LONG,,,,checked,,checked,,checked,,,,,,checked,checked,,checked,checked,checked
3001,HeartRateResting,Heart Rate,Daily,average resting heart rate,bpm,LONG,checked,checked,,checked,,,,,,,,,,,,,checked,,checked
3001,HeartRateResting,Heart Rate,Epoch,resting heart rate detected (in this timeframe),bpm,LONG,,,,,,,,,,,checked,,,,,,,,checked
3002,HeartRateSleep,"Heart Rate, Sleep",Daily,average nightly heart rate,bpm,LONG,,checked,checked,,,,,,,,checked,,,,,,,,
3008,PulseWaveVelocity,Cardiovascular Health,Epoch,PulseWave Velocity detected (in this timeframe),,DOUBLE,,,,,,checked,,,,,,,,,,,,,
3009,SPO2,Respiratory & Breathing,Epoch,SPO2 detected (in this timeframe),percent,DOUBLE,,checked,,checked,,checked,,,checked,,,,checked,checked,,,checked,,checked
3020,HeartRateSleepLowest,Heart Rate,Daily,The lowest heart rate of the main sleep cycle,bpm,LONG,,,,,,checked,,,,,checked,,,,,,,,
3028,HeartPoint,Heart Rate,Daily,average Google Fit heart point,count,LONG,,,,,,,,,,,,,,,checked,,,,
3028,HeartPoint,Heart Rate,Epoch,Google Fit heart point from activities that get the heart pumping harder (detected in this timeframe),count,LONG,,,,,,,,,,,,,,,checked,,,,
3029,InterbeatIntervals,Advanced Cardiac Analysis,Epoch,Comma-seperated array of RR-intervals,milliseconds,STRING,,,checked,checked,,,,,,,,,,,,,,,
3030,VO2max,"Cardiovascular Health, Workouts",Epoch,maximum cardiovadcular oxygen intake in mol per minute and kilogram of body weight,mol per minute and kilogram of body weight,DOUBLE,,,,checked,,,,,,,,,,,,,,,checked
3030,VO2max,"Cardiovascular Health, Workouts",Daily,maximum cardiovascular oxygen intake in mol per minute and kilogram of body weight,mol per minute and kilogram of body weight,DOUBLE,,checked,checked,,,,,,,,,,,,,,,,
3090,HeartRateZoneLightDuration,Heart Rate,Daily,Duration in minute that the heart rate is in the light zone,minutes,LONG,,,,,,checked,,,,,,,,,,,,,
3091,HeartRateZoneModerateDuration,Heart Rate,Daily,Duration in minute that the heart rate is in the moderate zone,minutes,LONG,,,,,,checked,,,,,,,,,,,,,
3092,HeartRateZoneIntenseDuration,Heart Rate,Daily,Duration in minute that the heart rate is in the intense zone,minutes,LONG,,,,,,checked,,,,,,,,,,,,,
3093,HeartRateZoneMaximalDuration,Heart Rate,Daily,Duration in minute that the heart rate is in the maximal zone,minutes,LONG,,,,,,checked,,,,,,,,,,,,,
3100,Rmssd,Stress & HRV,Epoch,RMSSD detected (in this timeframe),milliseconds,DOUBLE,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,,checked,,checked,checked,checked
3100,Rmssd,Stress & HRV,Daily,Average daily RMSSD (indicator of heart rate variability),milliseconds,DOUBLE,,,,,,,,,,,checked,,,,,,,,
3106,RmssdSleep,"Stress & HRV, Sleep",Daily,Average daily RMSSD (indicator of heart rate variability) for main sleep period,milliseconds,DOUBLE,,checked,,,,,,,,,,,,,,,,,
3107,RmssdSleepHighest,"Stress & HRV, Sleep",Daily,Highest daily RMSSD (indicator of heart rate variability) for main sleep period,milliseconds,DOUBLE,,checked,,,,,,,,,,,,,,,,,
3112,SDNN,Stress & HRV,Epoch,Standard deviation of the IBI intervals measured in ms,milliseconds,DOUBLE,,,,checked,,checked,,,,,,,,,,,,,
3112,SDNN,Stress & HRV,Daily,Standard deviation of the IBI intervals measured in ms,milliseconds,DOUBLE,,,,,,,,,,,,,,,,,,,
3113,SDRR,Stress & HRV,Epoch,"Standard deviation in time between heartbeats, also known as ""RR interval"", measured in ms",milliseconds,DOUBLE,,checked,,,,,,,,,,,,,,,,,
3113,SDRR,Stress & HRV,Daily,"Standard deviation in time between heartbeats, also known as ""RR interval"", measured in ms",milliseconds,DOUBLE,,,,,,,,,,,,,,,,,,,
3114,HRVHighFrequencyPower,Stress & HRV,Epoch,Power in interbeat interval fluctuations within the high frequency band (0.15 Hz - 0.4 Hz) in miliseconds squared,,DOUBLE,checked,,,,,,,,,,,,,,,,,,
3115,HRVLowFrequencyPower,Stress & HRV,Epoch,Power in interbeat interval fluctuations within the low frequency band (0.04 Hz - 0.15 Hz) in miliseconds squared,,DOUBLE,checked,,,,,,,,,,,,,,,,,,
3120,AtrialFibrillationDetection,Advanced Cardiac Analysis,Daily,atrial fibrillation detected on this day,,BOOLEAN,,,,,,,,,,,,,,,,,,,
3120,AtrialFibrillationDetection,Advanced Cardiac Analysis,Epoch,atrial fibrillation detected in this timeframe,,BOOLEAN,,,,checked,,checked,,,,,,,checked,,,,,,
3121,ArrhythmiaDetection,Advanced Cardiac Analysis,Epoch,irregular heartbeat detected in this timeframe,,BOOLEAN,,,,checked,,,,,,,,checked,,,,,,,
3121,ArrhythmiaDetection,Advanced Cardiac Analysis,Daily,irregular heartbeat detected on this day,,BOOLEAN,,,,,,,,,,,,,,,,,,,
3300,BloodPressureDiastolic,Cardiovascular Health,Epoch,diastolic blood pressure in mmHg,mmHg,LONG,,,,checked,checked,checked,,,checked,,,checked,checked,checked,,,,,checked
3300,BloodPressureDiastolic,Cardiovascular Health,Daily,diastolic blood pressure in mmHg,mmHg,LONG,,,,,,checked,,,checked,,,,,checked,,,,,
3301,BloodPressureSystolic,Cardiovascular Health,Epoch,systolic blood pressure in mmHg,mmHg,LONG,,,,checked,checked,checked,,,checked,,,checked,checked,checked,,,,,checked
3301,BloodPressureSystolic,Cardiovascular Health,Daily,systolic blood pressure in mmHg,mmHg,LONG,,,,,,checked,,,checked,,,,,checked,,,,,
3302,BloodGlucose,Blood Glucose,Daily,blood glucose content in mmol/L,mmol/L,DOUBLE,,,,,,,,,,,,,,checked,,,,,
3302,BloodGlucose,Blood Glucose,Epoch,blood glucose content in mmol/L,mmol/L,DOUBLE,,,,checked,checked,,,,,,,checked,checked,,,checked,,,checked
3303,HbA1c,Blood Glucose,Epoch,glycated hemoglobin HbA1c in percent,,DOUBLE,,,,,checked,,,,,,,,checked,,,,,,
3303,HbA1c,Blood Glucose,Daily,average glycated hemoglobin HbA1c in percent,,DOUBLE,,,,,,,,,,,,,,,,,,,
3304,MeanArterialPressure,Cardiovascular Health,Epoch,average blood pressure in an individual during a single cardiac cycle in mmHg,mmHg,LONG,,,,,,,,,,,,,checked,,,,,,
3305,EstimatedBloodGlucose,Blood Glucose,Epoch,Estimated blood glucose content in mmol/L,mmol/L,DOUBLE,,,,,,,,,,,,,,,,checked,,,
4000,RespirationRate,Respiratory & Breathing,Epoch,respiration rate (in this timeframe),count,LONG,,checked,,checked,,,,,,,,,,,,,,,checked
4000,RespirationRate,Respiratory & Breathing,Daily,average respiration rate,count,LONG,,,,checked,,,,,,,,,,,,,,,
4001,RespirationRateResting,Respiratory & Breathing,Daily,average resting respiration rate,count,LONG,,,,,,,,,,,,,,,,,,,
4002,RespirationRateSleep,"Respiratory & Breathing, Sleep",Daily,average nightly respiration rate,count,LONG,,,checked,,,checked,,,,,checked,,,,,,checked,,
4100,Breathing,Respiratory & Breathing,Daily,"Breathing Disturbances Intensity (range of 0-30 indicates low disturbances intensity, range of 30-60 indicates mid disturbances intensity, while range of 60+ indicates mid disturbances intensity)",,LONG,,,,,,,,,,,,,,,,,,,
4101,SnoringBinary,"Respiratory & Breathing, Sleep",Daily,sleep interruptions detected during the night,,Binary,,,,,,checked,,,,,,,,,,,,,
5010,AlcoholConsumption,Self-Reported Wellness,Daily,Metabolic stress during sleep detected,,LONG,checked,checked,,,,checked,,,,,,,,,,,,,
5020,Weight,Body Composition & Measurements,Epoch,weight in kilogram,kilogram,DOUBLE,checked,checked,,checked,,checked,,checked,checked,,,checked,checked,checked,checked,,,,checked
5020,Weight,Body Composition & Measurements,Daily,weight in kilogram,kilogram,DOUBLE,checked,checked,checked,checked,,checked,,checked,,,,checked,,,checked,,checked,,checked
5021,MuscleMass,Body Composition & Measurements,Epoch,muscle mass in kilograms,kilograms,DOUBLE,,checked,,,,checked,,,,,,checked,checked,,,,,,
5022,BoneMass,Body Composition & Measurements,Epoch,bone mass in kilograms,kilograms,DOUBLE,,checked,,,,checked,,,,,,checked,checked,,,,,,checked
5023,FatFreeMass,Body Composition & Measurements,Epoch,fat free body mass in kilograms,kilograms,LONG,,,,checked,,checked,,,,,,,checked,,,,,,checked
5024,FatMass,Body Composition & Measurements,Epoch,mass of body fat in kilograms,kilograms,DOUBLE,,,,,checked,checked,,,,,,checked,checked,,,,,,
5025,FatRatio,Body Composition & Measurements,Daily,fat ratio to total body mass in percent,percent,LONG,checked,,,,,,,,,,,,,,checked,,,,
5025,FatRatio,Body Composition & Measurements,Epoch,fat ratio to total body mass in percent,percent,LONG,,checked,,checked,,checked,,,checked,,,,,,,,,,checked
5026,BMI,Body Composition & Measurements,Epoch,body mass index,,DOUBLE,,checked,,checked,,,,,checked,,,checked,checked,,,,,,
5026,BMI,Body Composition & Measurements,Daily,body mass index,,DOUBLE,checked,,,,,,,,,,,,,,,,,,
5027,WaistCircumference,Body Composition & Measurements,Daily,waist circumference in centimeters,centimeters,LONG,,,,,,,,,,,,,,,,,,,
